Character name,Allegiance,Culture,Birthyear,Deathyear,Gender,DeadAlive,POV,categories
Lewyn_Martell,##House Martell#Kingsguard#,##Dornish#,NULL,283,M,D,Sansa Stark,House Martell#Nobles#Characters from Dorne#Members of the Kingsguard#
Lewys,##House Baratheon of Dragonstone#King's men#,,NULL,NULL,M,,Davos Seaworth,Characters from the Crownlands#Members of the king's men#
Lewys_Lydden,##House Lydden#,,NULL,NULL,M,U,Tyrion Lannister,Nobles#Characters from the Westerlands#House Lydden#
Lewys_Piper,##House Piper#,,NULL,NULL,M,,Jaime Lannister,House Piper#Nobles#Characters from the Riverlands#Squires#House Lannister retainers#
Leyla_Hightower,##House Hightower#House Cupps#,,NULL,NULL,,,,Noblewomen#Characters from the Reach#House Hightower#House Cupps#
Leyton_Hightower,##House Hightower#,,NULL,NULL,M,A,N/A,House Hightower#Characters from the Reach#Nobles#
Lharys,##House Bracken#,,NULL,298,M,D,Tyrion Lannister,Smallfolk#Characters from the Riverlands#House Bracken retainers#
Lia_Serry,##House Serry#House Tyrell#,,NULL,NULL,,,,House Serry#House Tyrell#Noblewomen#Characters from the Reach#
Liane_Vance,##House Vance of Wayfarer's Rest#,,NULL,NULL,,,,House Vance of Wayfarer's Rest#Characters from the Riverlands#Noblewomen#
Likely_Luke,##Brotherhood Without Banners#,,NULL,NULL,,,,Smallfolk#Characters from the Riverlands#Members of the Brotherhood Without Banners#Outlaws#
Lister,,,NULL,NULL,M,D,Arya Stark,Smallfolk#Characters from the Riverlands#
Lollys_Stokeworth,##House Stokeworth#,,265,NULL,F,A,Sansa Stark,House Stokeworth#Noblewomen#Characters from the Crownlands#Lackwits#
Lomas_Estermont,##House Estermont#,,NULL,NULL,M,,N/A,House Estermont#Nobles#Characters from the Stormlands#Knights#
Lommy_Greenhands,,,NULL,299,,,,Smallfolk#Thieves#Characters from the Crownlands#Recruits of the Night's Watch#
Lomys,,,NULL,NULL,M,A,N/A,Maesters#Characters from the Reach#House Tyrell retainers#
Loras_Tyrell,##House Tyrell#Rainbow Guard#Kingsguard#,##The Reach#,282,NULL,M,U,Catelyn Tully,Knights#Squires#Nobles#Members of the Rainbow Guard#Members of the Kingsguard#Lords Commander of the Kingsguard#Characters from the Reach#House Tyrell#
Lorcas,,,241,NULL,,,,Smallfolk#
Loren_Lannister,,,NULL,NULL,,,,House Lannister#Characters from the Westerlands#Monarchs#Nobles#
Lorent_Lorch,##House Lorch#,,NULL,NULL,M,,N/A,House Lorch#Nobles#Characters from the Westerlands#Knights#
Lorent_Marbrand,##House Marbrand#Kingsguard#Queensguard#The blacks#,,NULL,130,M,D,N/A,House Marbrand#Characters from the Westerlands#Lords Commander of the Kingsguard#Members of the Kingsguard#
Lorent_Tyrell,##House Tyrell#,,NULL,NULL,M,,N/A,House Tyrell#Nobles#Characters from the Reach#
Loreza_Sand,##House Martell#,##Dorne#,293,NULL,F,,N/A,Bastards#Characters from Dorne#House Martell#Sand Snakes#
Lorimer,##House Lefford#,,NULL,298,M,,Brienne of Tarth,Knights#Characters from the Westerlands#Thieves#
Lormelle,,,NULL,NULL,M,,Jaime Lannister,Smallfolk#
Lorren,,,NULL,299,M,D,Theon Greyjoy,Characters from the Iron Islands#Castellans#
Lothar,,,NULL,NULL,,,,Maesters#
Lothar_Frey,##House Frey#,##Andal#,266,NULL,M,,N/A,Nobles#Characters from the Riverlands#House Frey#
Lothar_Mallery,##House Mallery#,,NULL,298,M,D,Eddard Stark,House Mallery#Nobles#Characters from the Crownlands#
Lotho_Lornel,,##Braavosi#,NULL,NULL,M,,Arya Stark,Characters from Braavos#
Lothor_Brune,##House Baelish of Harrenhal#House Brune of Brownhollow#,,NULL,NULL,M,A,Sansa Stark,House Baelish retainers#House Brune of Brownhollow#Captains of the guards#Characters from the Crownlands#Knights#Nobles#
Lucamore_Strong,##House Strong#Kingsguard#Night's Watch#,,NULL,NULL,M,,Arys Oakheart,House Strong#Nobles#Characters from the Riverlands#Members of the Kingsguard#Members of the Night's Watch#Eunuchs#
Lucan,#House Whent#,,NULL,299,M,D,Arya Stark,Blacksmiths#Smallfolk#Characters from the Riverlands#House Whent retainers#House Lannister retainers#
Lucantine_Woodwright,,,NULL,NULL,M,,Cersei Lannister,House Woodwright#Characters from Westeros#Nobles#Knights#
Lucas_Blackwood,##House Blackwood#,,NULL,299,M,D,Catelyn Tully,Nobles#Characters from the Riverlands#House Blackwood#
Lucas_Codd,##House Codd#,##Ironborn#,NULL,NULL,M,,Asha Greyjoy,House Codd#Nobles#Characters from the Iron Islands#Crew and followers of Euron Greyjoy#
Lucas_Corbray,##House Corbray#,,NULL,NULL,M,,N/A,House Corbray#Nobles#Characters from the Vale#Knights#
Lucas_Inchfield,##House Inchfield#House Webber#,,NULL,211,,,,House Inchfield#Nobles#Castellans#Characters from the Reach#House Webber retainers#
Lucas_Lothston,,,NULL,NULL,M,,Brienne of Tarth,
Lucas_Nayland,##House Nayland#,,NULL,NULL,,,,House Nayland#Characters from the Riverlands#Knights#Nobles#
Lucas_Roote,##House Roote#,,NULL,299,M,D,Arya Stark,House Roote#Nobles#Characters from the Riverlands#Squires#
Lucas_Tyrell,##House Tyrell#,,NULL,NULL,M,,N/A,House Tyrell#Nobles#Characters from the Reach#
Luceon_Frey,##Faith of the Seven#Most Devout#,,257,NULL,,,,House Frey#Nobles#Characters from the Riverlands#Members of the Faith#Clergy#Most Devout#
Lucias_Vypren,##House Vypren#,,NULL,NULL,M,,N/A,House Vypren#Nobles#Characters from the Riverlands#
Lucifer_Hardy,##House Hardy#,,NULL,NULL,M,,Brienne of Tarth,House Hardy#Nobles#Characters from the Crownlands#
Lucimore_Botley,##House Botley#,##Ironborn#,NULL,NULL,M,,N/A,House Botley#Nobles#Characters from the Iron Islands#
Lucion_Lannister,##House Lannister#,,285,NULL,M,,N/A,Nobles#Characters from the Westerlands#Knights#House Lannister#
Luco_Prestayn,,#Braavos#,NULL,NULL,M,,Arya Stark,Characters from Braavos#
Lucos,,,NULL,NULL,M,,Sansa Stark,Characters from the Vale#
Lucos_Chyttering,##House Chyttering#,,283,NULL,M,,Davos Seaworth,House Chyttering#Nobles#Characters from the Crownlands#
Luke_of_Longtown,##Night's Watch#,,NULL,NULL,,,,Rangers of the Night's Watch#Members of the Night's Watch#
Lum,##House Lannister#,,NULL,NULL,M,,Tyrion Lannister,Smallfolk#Characters from the Westerlands#House Lannister retainers#
Luthor_Tyrell,##House Tyrell#,,NULL,NULL,M,,N/A,House Tyrell#Nobles#Characters from the Reach#
Luthor_Tyrell_(son_of_Moryn),##House Tyrell#,,NULL,NULL,,,,House Tyrell#Nobles#Characters from the Reach#Knights#
Luthor_Tyrell_(son_of_Theodore),##House Tyrell#,,NULL,NULL,,,,House Tyrell#Nobles#Characters from the Reach#Squires#
Luton,##House Bolton#,##Northmen#,NULL,300,M,D,Theon Greyjoy,Smallfolk#Characters from the North#House Bolton retainers#Spies#
Luwin,##House Stark#,##Westeros#,NULL,299,M,D,Catelyn Tully,Characters from the North#Maesters#House Stark retainers#
Lyanna_Mormont,##House Mormont#,##Northmen#,290,NULL,F,,Jon Snow,Noblewomen#Characters from the North#House Mormont#
Lyanna_Stark,##House Stark#,##Northmen#,267,283,F,D,Eddard Stark,House Stark#Characters from the North#Noblewomen#Statues#
Lyessa_Flint,##House Flint of Widow's Watch#,##Northmen#,NULL,NULL,F,A,Bran Stark,House Flint of Widow's Watch#Noblewomen#Characters from the North#
Lyle_Crakehall,##House Crakehall#,,NULL,NULL,M,,N/A,Nobles#Characters from the Westerlands#Knights#House Crakehall#
Lyman_Beesbury,##House Beesbury#The blacks#,,NULL,129,M,D,N/A,House Beesbury#Nobles#Characters from the Reach#Masters of coin#
Lyman_Darry,##House Darry#,,291,299,M,D,N/A,Nobles#Characters from the Riverlands#House Darry#
Lymond_Goodbrook,##House Goodbrook#,,NULL,NULL,M,,Arya Stark,Nobles#Characters from the Riverlands#House Goodbrook#
Lymond_Lychester,##House Lychester#,,NULL,NULL,M,,Arya Stark,House Lychester#Nobles#Characters from the Riverlands#Collaborators of the Brotherhood Without Banners#
Lymond_Mallister,##House Mallister#,,NULL,NULL,M,D,N/A,Nobles#Characters from the Riverlands#House Mallister#
Lymond_Vikary,##House Vikary#,,NULL,NULL,M,A,Sansa Stark,Nobles#Characters from the Westerlands#House Vikary#Knights#
Lyn_Corbray,##House Corbray#Lords Declarant#,,NULL,NULL,M,A,Catelyn Tully,House Corbray#Characters from the Vale#Knights#Nobles#
Lync,##Night's Watch#,,NULL,NULL,M,U,Arya Stark,Members of the Night's Watch#Characters from the Crownlands#
Lynesse_Hightower,##House Hightower#,,NULL,NULL,,,,Noblewomen#Characters from the Reach#House Hightower#
Lyonel_(knight),,,NULL,NULL,,,,Knights#
Lyonel_Baratheon,##House Baratheon#,,NULL,NULL,M,D,N/A,House Baratheon#Nobles#Characters from the Stormlands#Knights#Monarchs#
Lyonel_Bentley,##Queensguard#The blacks#,,NULL,130,M,D,N/A,Knights#Members of the Kingsguard#
Lyonel_Corbray,##House Corbray#,,260,NULL,M,,Sansa Stark,House Corbray#Nobles#Characters from the Vale#
Lyonel_Frey,##House Frey of Riverrun#,,283,NULL,M,,N/A,House Frey#Nobles#Characters from the Riverlands#Knights#
Lyonel_Selmy,##House Selmy#,,NULL,NULL,,,,House Selmy#Characters from the Stormlands#Knights#Nobles#
Lyonel_Strong,##House Strong#,,NULL,120,M,D,N/A,House Strong#Nobles#Characters from the Riverlands#Hands of the King#Masters of laws#
Lyonel_Tyrell_(lord),##House Tyrell#,,NULL,160,,,,House Tyrell#Nobles#Characters from the Reach#
Lyonel_Tyrell_(son_of_Leo),##House Tyrell#,,NULL,NULL,,,,House Tyrell#Nobles#Characters from the Reach#
Lyra_Mormont,##House Mormont#,##Northmen#,288,NULL,F,,Asha Greyjoy,House Mormont#Noblewomen#Characters from the North#
Lysa_Meadows,##House Meadows#House Tyrell#,,NULL,NULL,,,,Noblewomen#Characters from the Reach#House Tyrell#House Meadows#
Lysa_Tully,##House Arryn#,,267,300,,,,House Tully#House Arryn#House Baelish#Noblewomen#Characters from the Riverlands#
Lysono_Maar,##Golden Company#,##Lyseni#,NULL,NULL,M,A,Jon Connington,Mercenaries#Golden Company#Characters from Lys#Valyrians#Spymasters#
Lythene_Frey,##House Frey#,,259,NULL,,,,Noblewomen#Characters from the Riverlands#House Frey#
Mace_Tyrell,##House Tyrell#,,256,NULL,M,A,Eddard Stark,House Tyrell#Nobles#Characters from the Reach#Hands of the King#Masters of ships#Wardens#
Mad_Huntsman,##Brotherhood without banners#,,NULL,NULL,,,,Smallfolk#Outlaws#Characters from the Riverlands#Members of the Brotherhood Without Banners#
Maddy,##House Arryn#,,NULL,NULL,F,,Sansa Stark,Smallfolk#Characters from the Vale#House Arryn retainers#
Maege_Mormont,##House Mormont#,##Northmen#,257,NULL,F,A,Tyrion Lannister,House Mormont#Characters from the North#Noblewomen#Warrior Women#
Maegelle_Frey,##House Frey#,,266,NULL,,,,Noblewomen#Characters from the Riverlands#House Frey#House Vance#
Maegor_I_Targaryen,,,NULL,NULL,M,D,Catelyn Tully,Articles with unsourced statements#House Targaryen#Nobles#Monarchs#Hands of the King#Characters from the Crownlands#Dragonriders#Kinslayers#
Maekar_Targaryen,,,NULL,NULL,,,,House Targaryen#Characters from the Crownlands#Characters from the Stormlands#Kinslayers#Monarchs#Nobles#
Maelor_Targaryen,##House Targaryen#The Greens#,,127,130,M,D,N/A,House Targaryen#Nobles#Characters from the Crownlands#
Maelys_Blackfyre,##House Blackfyre#Golden Company#Band of Nine#,,NULL,260,,,,House Blackfyre#Band of Nine#Characters from the Free Cities#Claimants to the Iron Throne#Golden Company#Kinslayers#Mercenaries#Nobles#Exiles#
Maerie_(Goodwife),,,NULL,NULL,,,,Smallfolk#Characters from the Riverlands#
Maerie_(Whore),,,NULL,299,,,,Smallfolk#Characters from the Riverlands#
Mag_Mar_Tun_Doh_Weg,,,NULL,300,M,D,Jon Snow,Giants#Characters from the North#Characters from Beyond the Wall#
Maggy,,,NULL,NULL,F,,Cersei Lannister,Maegi#Characters from Essos#Characters from the Westerlands#
Mago,,##Dothraki#,NULL,NULL,M,U,Daenerys Targaryen,Characters from the Dothraki sea#Members of Drogo's khalasar#Members of Jhaqo's khalasar#
Malcolm,,,NULL,NULL,M,U,Arya Stark,Nobles#Characters from the Crownlands#
Mallador_Locke,##Night's Watch#,,NULL,299,M,D,Jon Snow,Nobles#Members of the Night's Watch#Characters from the North#House Locke#
Malleon,,,NULL,NULL,M,D,Eddard Stark,Grand Maesters#Scribes#
Malliard,##Alchemists' Guild#,,NULL,NULL,M,A,Tyrion Lannister,Characters from the Crownlands#Alchemists' Guild#
Mallor_(Knight),,,NULL,NULL,,,,Knights#
Mallor,##House Lannister#,,NULL,NULL,M,U,Catelyn Tully,Characters from Dorne#
Malwyn_Frey,##House Frey#,,284,NULL,M,,N/A,House Frey#Nobles#Characters from the Riverlands#
Mance_Rayder,,##Free folk#,NULL,NULL,,,,Wildlings#Characters from Beyond the Wall#Monarchs#Members of the Night's Watch#Deserters of the Night's Watch#
Mandon_Moore,##House Moore#Kingsguard#,,NULL,299,M,D,Sansa Stark,Nobles#Characters from the Vale#Members of the Kingsguard#House Moore#Knights#
Manfred_Dondarrion,##House Dondarrion#,,NULL,NULL,M,D,N/A,Nobles#Characters from the Stormlands#House Dondarrion#Knights#
Manfred_Lothston,##House Lothston#,,NULL,NULL,,,,House Lothston#Nobles#Characters from the Riverlands#
Manfred_Swann,##House Swann#,,NULL,NULL,,,,House Swann#Nobles#Characters from the Stormlands#
Manfrey_Martell,##House Martell#,##Dornishmen#,NULL,NULL,M,,Areo Hotah,House Martell#Nobles#Castellans#Characters from Dorne#
Manfryd_Lothston,##House Lothston#,,NULL,NULL,M,,Brienne of Tarth,House Lothston#Nobles#Characters from the Riverlands#
Manfryd_Yew,##House Yew#,,NULL,NULL,M,,Jaime Lannister,House Yew#Nobles#Characters from the Westerlands#Knights#
Marei,,,280,NULL,F,A,Tyrion Lannister,Smallfolk#Prostitutes#Characters from the Crownlands#
Margaery_Tyrell,##House Tyrell#,##Westeros#,283,NULL,F,A,Eddard Stark,House Tyrell#House Baratheon#Characters from the Reach#Noblewomen#Royal Consorts#
Marghaz_zo_Loraq,##House of Loraq#Brazen Beasts#,##Ghiscari#,NULL,NULL,M,,Daenerys Targaryen,House of Loraq#Characters from Meereen#Nobles#Members of the Brazen Beasts#
Margot_Lannister,##House Lannister#,,NULL,NULL,,,,Noblewomen#Characters from the Westerlands#House Lannister#House Peake#
Marianne_Vance,##House Vance#,,293,NULL,F,,N/A,House Vance#Noblewomen#Characters from the Riverlands#
Maric_Seaworth,##House Seaworth#,,NULL,299,M,D,Davos Seaworth,Nobles#Characters from the Stormlands#House Seaworth#
Marillion,,,280,300,M,D,Catelyn Tully,Singers#Smallfolk#House Arryn retainers#
Maris,,##Free folk#,NULL,NULL,F,,Jon Snow,Wildlings#Characters from Beyond the Wall#Warrior Women#Spearwives#
Marissa_Frey,##House Frey#,,286,NULL,F,,N/A,Noblewomen#Characters from the Riverlands#House Frey#
Mariya_Darry,##House Darry#House Frey#,##Westeros#,NULL,NULL,,,,Noblewomen#Characters from the Riverlands#House Darry#House Frey#
Mark_Mullendore,##House Mullendore#,,NULL,NULL,M,A,Catelyn Tully,House Mullendore#Characters from the Reach#Knights#Nobles#
Mark_Ryswell,##House Ryswell#,,NULL,283,M,D,Eddard Stark,House Ryswell#Nobles#Characters from the North#Knights#
Marlon_Manderly,##House Manderly#,,NULL,NULL,M,,Davos Seaworth,House Manderly#Nobles#Characters from the North#Knights#
Maron_Botley,##House Botley#,,NULL,NULL,M,A,Theon Greyjoy,Nobles#Characters from the Iron Islands#House Botley#
Maron_Greyjoy,##House Greyjoy#,##Ironborn#,275,289,M,D,N/A,House Greyjoy#Nobles#Characters from the Iron Islands#
Maron_Martell,##House Martell#,##Dornish#,NULL,NULL,M,,Arys Oakheart,House Martell#Nobles#Characters from Dorne#
Maron_Volmark,##House Volmark#,##Ironborn#,284,NULL,M,,N/A,House Volmark#Nobles#Characters from the Iron Islands#
Marq_Grafton,##House Grafton#,,NULL,282,M,,Davos Seaworth,Nobles#Characters from the Vale#House Grafton#
Marq_Piper,##House Piper#,,NULL,NULL,M,A,Eddard Stark,House Piper#Characters from the Riverlands#Knights#Nobles#
Marq_Rankenfell,##Night's Watch#,,NULL,NULL,M,D,Jon Snow,Lord Commanders of the Night's Watch#
Marsella_Waynwood,##House Waynwood#House Frey#,,NULL,NULL,,,,House Waynwood#House Frey#Noblewomen#Characters from the Vale#
Matarys_Targaryen,##House Targaryen#,,184,209,,,,House Targaryen#Nobles#
Martyn_Cassel,##House Cassel#,##Northmen#,NULL,284,M,D,Eddard Stark,House Cassel#Nobles#Characters from the North#
Martyn_Lannister,##House Lannister#,,287,NULL,M,A,N/A,House Lannister#Characters from the Westerlands#Nobles#Squires#
Martyn_Mullendore,##House Mullendore#,,NULL,NULL,,,,Nobles#Characters from the Reach#House Mullendore#
Martyn_Rivers,##House Frey#,,NULL,NULL,M,U,Sansa Stark,Nobles#Characters from the Riverlands#Bastards#House Frey#
Marwyn,,,NULL,NULL,M,A,Daenerys Targaryen,Archmaesters#Characters from Westeros#Scribes#
Marwyn_Belmore,##House Belmore#,,NULL,NULL,M,,N/A,House Belmore#Captains of the guards#Characters from the Vale#Knights#Nobles#
Marya_Seaworth,##House Seaworth#,,NULL,NULL,F,A,Davos Seaworth,House Seaworth#Noblewomen#Characters from the Stormlands#
Masha_Heddle,,,NULL,298,F,D,Catelyn Tully,Smallfolk#Characters from the Riverlands#Innkeepers#
Maslyn,##Night's Watch#,,NULL,299,M,D,Chett,Stewards of the Night's Watch#Members of the Night's Watch#
Matarys_Targaryen,##House Targaryen#,,184,209,,,,House Targaryen#Nobles#
Mathis_Frey,##House Frey#,,294,NULL,M,,N/A,Nobles#Characters from the Riverlands#House Frey#
Mathis_Rowan,##House Rowan#,,NULL,NULL,M,A,Jon Snow,House Rowan#Characters from the Reach#Members of the small council#Nobles#
Mathos_Mallarawan,,##Qartheen#,NULL,NULL,M,A,Daenerys Targaryen,Characters from Qarth#Members of the Pureborn#Nobles#
Matrice,##House Baratheon of Dragonstone#,,NULL,NULL,F,A,Maester Cressen,Smallfolk#Characters from the Crownlands#
Matt,,,NULL,NULL,M,D,Arya Stark,Smallfolk#Characters from the Riverlands#
Matthar,##Night's Watch#,,NULL,NULL,M,A,Jon Snow,Members of the Night's Watch#Rangers of the Night's Watch#Characters from the North#
Matthos_Seaworth,##House Seaworth#,,NULL,299,M,D,Davos Seaworth,House Seaworth#Characters from the Stormlands#Nobles#Sailors#
Mawney,##Night's Watch#,,NULL,300,M,,Samwell Tarly,Rangers of the Night's Watch#Members of the Night's Watch#Deserters of the Night's Watch#Characters from Westeros#
Maynard,,,NULL,NULL,M,,Arya Stark,Knights#
Maynard_Plumm,##House Plumm#,,NULL,NULL,,,,House Plumm#Nobles#Characters from the Westerlands#Knights#
Mazdhan_zo_Loraq,##House of Loraq#,##Ghiscaricari#,NULL,NULL,M,,Daenerys Targaryen,House of Loraq#Characters from Meereen#Nobles#Slavers#
Mebble,,,NULL,NULL,M,U,Arya Stark,Smallfolk#Characters from the Riverlands#
Medgar_Tully,##House Tully#,,NULL,NULL,,,,House Tully#Nobles#Characters from the Riverlands#
Medger_Cerwyn,##House Cerwyn#,##Northmen#,NULL,299,M,D,Bran Stark,House Cerwyn#Nobles#Characters from the North#
Medwick_Tyrell,,,NULL,NULL,,,,Maesters#Characters from the Reach#House Tyrell#
Meera_Reed,##House Reed#,##Crannogmen#,283,NULL,F,A,Bran Stark,House Reed#Noblewomen#Characters from the North#
Meg,##Brotherhood Without Banners#,,NULL,NULL,,,,Characters from the Riverlands#Smallfolk#Outlaws#Members of the Brotherhood Without Banners#
Megga_Tyrell,##House Tyrell#,,286,NULL,F,,Sansa Stark,House Tyrell#Noblewomen#Characters from the Reach#
Meha,,##Free Folk#,NULL,NULL,F,,Varamyr Sixskins,Wildlings#Characters from Beyond the Wall#
Meizo_Mahr,,,NULL,NULL,M,,Davos Seaworth,Pirates#Characters from the Free Cities#Eunuchs#Mercenaries#
Mela,##House Arryn#,,NULL,NULL,F,,Sansa Stark,Smallfolk#Characters from the Vale#House Arryn retainers#
Melaquin,,,NULL,NULL,,,,Maesters#
Melara_Crane,##House Crane#House Florent#,,NULL,NULL,,,,House Crane#House Florent#Noblewomen#Characters from the Reach#
Melara_Hetherspoon,##House Hetherspoon#,,265,276,F,,Cersei Lannister,House Hetherspoon#Noblewomen#Characters from the Westerlands#
Meldred_Merlyn,##House Merlyn#,##Ironborn#,NULL,NULL,M,,N/A,House Merlyn#Nobles#Characters from the Iron Islands#
Melesa_Crakehall,##House Crakehall#,,NULL,NULL,,,,Noblewomen#Characters from the Westerlands#House Crakehall#
Melessa_Florent,##House Florent#House Tarly#,,NULL,NULL,,,,Noblewomen#Characters from the Reach#House Florent#House Tarly#
Meliana,,,NULL,NULL,F,,Jon Snow,Smallfolk#Prostitutes#Characters from the North#
Melicent,,,NULL,NULL,F,,Cersei Lannister,Members of the Faith#Clergy#Characters from Westeros#
Melisandre,#Faith of#R'hllor#,##Asshai#,NULL,NULL,F,A,Maester Cressen,Characters from Asshai#House Baratheon retainers#POV characters#Red priests#Shadowbinders#Slaves and freedmen#Clergy#
Melissa_Blackwood,##House Blackwood#,,160,NULL,F,,Jaime Lannister,House Blackwood#Characters from the Riverlands#Mistresses of Aegon IV Targaryen#Noblewomen#
Mellara_Rivers,##House Frey#,,NULL,NULL,F,,N/A,Bastards#Characters from the Riverlands#
Mellei,##House Martell#,,NULL,NULL,F,,Arianne Martell,Smallfolk#Characters from Dorne#House Martell retainers#
Mellos,,,NULL,NULL,M,D,N/A,Grand Maesters#
Melly,##Brotherhood Without Banners#,,NULL,NULL,F,,Arya Stark,Outlaws#Smallfolk#Characters from the Riverlands#Members of the Brotherhood Without Banners#
Melwyn_Sarsfield,##House Sarsfield#,,NULL,NULL,,,,House Sarsfield#Nobles#Characters from the Westerlands#Knights#
Melwys_Rivers,,,NULL,NULL,,,,House Frey#Bastards#Characters from the Riverlands#Maesters#House Rosby retainers#
Meralyn,##Happy Port#,##Braavosi#,NULL,NULL,F,,Arya Stark,Characters from Braavos#
Meredyth_Crane,##House Crane#,,NULL,NULL,F,,Sansa Stark,House Crane#Noblewomen#Characters from the Reach#
Merianne_Frey,##House Frey#,,288,NULL,F,,N/A,House Frey#Noblewomen#Characters from the Riverlands#
Meribald,##The Faith of the Seven#,,248,NULL,M,,Brienne of Tarth,Smallfolk#Members of the Faith#Characters from the Riverlands#
Merling_Queen,,##Braavosi#,NULL,NULL,,,,Characters from Braavos#Prostitutes#
Merlon_Crakehall,##House Crakehall#,,NULL,NULL,,,,Nobles#Characters from the Westerlands#Knights#House Crakehall#
Mern_Gardener,,,NULL,NULL,,,,House Gardener#Nobles#Characters from the Reach#Monarchs#
Mero,##Second Sons#,##Braavosi#,NULL,299,M,,Daenerys Targaryen,Characters from Braavos#Mercenaries#Second Sons#
Merrell_Florent,##House Florent#,,NULL,NULL,M,,N/A,Nobles#Characters from the Reach#House Florent#Squires#
Merrett_Frey,##House Frey#,##Riverlands#,262,300,M,D,Bran Stark,Nobles#Characters from the Riverlands#POV characters#House Frey#Squires#
Merrit,##Brotherhood Without Banners#,,NULL,NULL,M,,Arya Stark,Outlaws#Smallfolk#Members of the Brotherhood Without Banners#
Merry_Meg,##House Targaryen#,,NULL,159,,,,Characters from the Riverlands#Mistresses of Aegon IV Targaryen#Smallfolk#
Meryn_Trant,##House Trant#Kingsguard#,,NULL,NULL,,,,Nobles#Characters from the Stormlands#Members of the Kingsguard#
Mezzara,##House of Merreq#,##Ghiscari#,NULL,NULL,F,,Daenerys Targaryen,Characters from Meereen#Courtiers and followers of Daenerys Targaryen#Noblewomen#
Michael_Mertyns,##House Mertyns#Kingsguard#,,NULL,NULL,M,,Jaime Lannister,House Mertyns#Nobles#Characters from the Stormlands#Members of the Kingsguard#
Mikken,##House Stark#,,NULL,299,M,D,Bran Stark,Characters from the North#House Stark retainers#Smallfolk#Blacksmiths#
Miklaz,,##Ghiscari#,NULL,NULL,?,,Daenerys Targaryen,Characters from Meereen#Courtiers and followers of Daenerys Targaryen#Nobles#
Mina_Tyrell,##House Tyrell#House Redwyne#,,NULL,NULL,,,,House Tyrell#House Redwyne#Noblewomen#Characters from the Reach#
Minisa_Whent,##House Whent#House Tully#,,NULL,NULL,,,,House Whent#House Tully#Noblewomen#Characters from the Riverlands#
Mirri_Maz_Duur,,##Lhazareen#,259,299,F,D,Daenerys Targaryen,Characters from Lhazar#Slaves and freedmen#Maegi#
Missandei,##House Targaryen#,##Naathi#,289,NULL,F,,Daenerys Targaryen,Characters from Naath#Courtiers and followers of Daenerys Targaryen#Scribes#Slaves and freedmen#
Moelle,##Faith of the Seven#Most Devout#,,NULL,NULL,F,,Cersei Lannister,Members of the Faith#Clergy#Most Devout#Characters from Westeros#
Mohor,##House Bracken#,,NULL,298,M,D,Tyrion Lannister,Smallfolk#Characters from the Riverlands#House Bracken retainers#
Mollander,,,NULL,NULL,M,,Pate,Smallfolk#Characters from the Reach#
Mollos,,,NULL,NULL,M,,Pate,Archmaesters#Characters from Westeros#
Monford_Velaryon,##House Velaryon#,##Valyrian#,NULL,299,M,D,Maester Cressen,House Velaryon#Characters from the Crownlands#Nobles#
Monster,,##Free Folk#,299,NULL,,,,Wildlings#Characters from Beyond the Wall#
Monterys_Velaryon,##House Velaryon#,,293,NULL,M,,N/A,House Velaryon#Characters from the Crownlands#Nobles#
Moon_Boy,##House Baratheon of King's Landing#,,NULL,NULL,M,A,Sansa Stark,Smallfolk#Jesters#Lackwits#Spies#
Moonshadow,,#Braavos#,NULL,NULL,,,,Characters from Braavos#Prostitutes#
Moqorro,##R'hllor#,,NULL,NULL,M,A,Tyrion Lannister,Characters from Volantis#Red priests#Slaves and freedmen#Followers of Victarion Greyjoy#Clergy#
Mord,##House Arryn#,,NULL,NULL,M,A,Bran Stark,Smallfolk#Characters from the Vale#House Arryn retainers#Gaolers#
Mordane,##House Stark#,,NULL,298,F,D,Arya Stark,Characters from the North#House Stark retainers#Members of the Faith#Clergy#
Moredo_Prestayn,,##Braavosi#,NULL,NULL,M,,Arya Stark,Characters from Braavos#
Moreo_Tumitis,,,268,NULL,M,A,Catelyn Tully,Smallfolk#Characters from Tyrosh#Sailors#
Morgarth,##House Baelish#,,NULL,NULL,M,,Sansa Stark,House Baelish retainers#Knights#
Morgil,##House Hastwyck#House Targaryen#,,NULL,NULL,M,D,Sansa Stark,Characters from the Reach#Knights#House Targaryen retainers#
Moribald_Chester,##House Chester#,,NULL,NULL,M,,Cersei Lannister,House Chester#Nobles#Characters from the Reach#
Morna_White_Mask,,##Free Folk#,NULL,NULL,,,,Wildlings#Characters from Beyond the Wall#Warrior Women#Woods-witches#
Moro,,##Dothraki#,NULL,NULL,M,A,Daenerys Targaryen,Characters from the Dothraki sea#Khals#
Morosh_the_Myrman,,##Myrmen#,NULL,NULL,,,,Mercenaries#Characters from Myr#Pirates#
Morra,##House Martell#,,NULL,NULL,F,,Arianne Martell,Smallfolk#Characters from Dorne#House Martell retainers#
Morrec,##House Lannister#,,NULL,298,M,D,Tyrion Lannister,Smallfolk#House Lannister retainers#
Morros_Slynt,##House Slynt#,,NULL,NULL,M,A,Sansa Stark,House Slynt#Nobles#Characters from the Crownlands#Squires#
Mors_Manwoody,##House Manwoody#,,NULL,NULL,M,,Tyrion Lannister,House Manwoody#Nobles#Characters from Dorne#
